,city,country,commitment_type,commitment,ghg_subtype,baseline_year,baseline_year_emissions,target_year,target_year_emissions,percent_reduction,emissions_reduction_by_target_year
1770,"City of Charlottesville, VA, United States",United States,GHG emission reduction target," The City of Charlottesville, VA has committed to reduce its Local Government emissions by 40% by 2050 compared to 2011 emission level.",Local Government,2011,,2050,,40.0,
1773,"City of Chicago, IL, United States",United States,GHG emission reduction target," The City of Chicago, IL has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.",Community,1990,,2050,,80.0,
1774,"City of Chicago, IL, United States",United States,GHG emission reduction target," The City of Chicago, IL has committed to reduce its Local Government emissions by 80% by 2050 compared to 1990 emission level.",Local Government,1990,,2050,,80.0,
1777,"City of Chula Vista, CA, United States",United States,GHG emission reduction target," The City of Chula Vista, CA has committed to reduce its Community emissions by 20% by 2020 compared to 1990 emission level.",Community,1990,,2020,,20.0,
1778,"City of Chula Vista, CA, United States",United States,GHG emission reduction target," The City of Chula Vista, CA has committed to reduce its Local Government emissions by 20% by 2020 compared to 1990 emission level.",Local Government,1990,,2020,,20.0,
1781,"City of Cincinnati, OH, United States",United States,GHG emission reduction target," The City of Cincinnati, OH has committed to reduce its Community emissions by 84% by 2050 compared to 2006 emission level.",Community,2006,,2050,,84.0,
1782,"City of Cincinnati, OH, United States",United States,GHG emission reduction target," The City of Cincinnati, OH has committed to reduce its Local Government emissions by 84% by 2050 compared to 2006 emission level.",Local Government,2006,,2050,,84.0,
1785,"City of Cleveland, OH, United States",United States,GHG emission reduction target," The City of Cleveland, OH has committed to reduce its Community emissions by 80% by 2050 compared to 2010 emission level.",Community,2010,12791996.0,2050,2558399.0,,10233596.0
1786,"City of Cleveland, OH, United States",United States,GHG emission reduction target," The City of Cleveland, OH has committed to reduce its Local Government emissions by 45% by 2030 compared to 2010 emission level.",Local Government,2010,12791996.0,2030,2558399.0,45.0,10233596.0
1789,"City of Coconut Creek, FL, United States",United States,GHG emission reduction target," The City of Coconut Creek, FL has committed to reduce its Local Government emissions by 20% by 2020 compared to 2009 emission level.",Local Government,2009,,2020,,20.0,
1794,"City of Columbus, OH, United States",United States,GHG emission reduction target," The City of Columbus, OH has committed to reduce its Local Government emissions by 40% by 2030 compared to 2005 emission level.",Local Government,2005,,2030,,40.0,
1801,"City of El Cerrito, CA, United States",United States,GHG emission reduction target," The City of El Cerrito, CA has committed to reduce its Community emissions by 30% by 2035 compared to Baseline scenario (BAU) reduction target emission level.",Community,2005,,2035,,30.0,
1802,"City of El Cerrito, CA, United States",United States,GHG emission reduction target," The City of El Cerrito, CA has committed to reduce its Local Government emissions by 30% by 2035 compared to Baseline scenario (BAU) reduction target emission level.",Local Government,2005,,2035,,30.0,
1805,"City of Emeryville, CA, United States",United States,GHG emission reduction target," The City of Emeryville, CA has committed to reduce its Community emissions by 40% by 2030 compared to Baseline scenario (BAU) reduction target emission level.",Community,2004,158062.0,2030,158062.0,,63224.0
1808,"City of Evanston, IL, United States",United States,Renewable energy target,"The City of Evanston, IL committed to increase its share of renewable energy in final energy mix in Local Government by 25% by 2012The target is going to be reached by activities in Electricity sector.",,,,,,,
1814,"City of Fort Collins, CO, United States",United States,GHG emission reduction target," The City of Fort Collins, CO has committed to reduce its Community emissions by 100% by 2050 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",Community,2005,2410518.0,2050,0.0,,2410518.0
1815,"City of Fort Collins, CO, United States",United States,Renewable energy target,"The City of Fort Collins, CO committed to increase its share of renewable energy in final energy mix in Community by 20% by 2020The target is going to be reached by activities in Electricity sector.",,,,,,,
1819,"City of Fremont, CA, United States",United States,GHG emission reduction target," The City of Fremont, CA has committed to reduce its Community emissions by 25% by 2020 compared to 2005 emission level.",Community,2005,,2020,,25.0,
1824,"City of Hawthorne, CA, United States",United States,GHG emission reduction target," The City of Hawthorne, CA has committed to reduce its Local Government emissions by 15% by 2020 compared to Baseline scenario (BAU) reduction target emission level.",Local Government,2005,,2020,,15.0,
1827,"City of Hayward, CA, United States",United States,GHG emission reduction target," The City of Hayward, CA has committed to reduce its Community emissions by 82% by 2050 compared to 2005 emission level.",Community,2005,,2050,,82.0,
1828,"City of Hayward, CA, United States",United States,GHG emission reduction target," The City of Hayward, CA has committed to reduce its Local Government emissions by 82% by 2050 compared to 2005 emission level.",Local Government,2005,,2050,,82.0,
1833,"City of Houston, TX, United States",United States,GHG emission reduction target," The City of Houston, TX has committed to reduce its Local Government emissions by 5% by 2007 compared to 2005 emission level.",Local Government,2005,,2007,,5.0,
1838,"City of Keene, NH, United States",United States,GHG emission reduction target," The City of Keene, NH has committed to reduce its Community emissions by 10% by 2015 compared to 1995 emission level.",Community,1995,,2015,,10.0,
1839,"City of Keene, NH, United States",United States,GHG emission reduction target," The City of Keene, NH has committed to reduce its Local Government emissions by 20% by 2015 compared to 1995 emission level.",Local Government,1995,,2015,,20.0,
1844,"City of Knoxville, TN, United States",United States,GHG emission reduction target," The City of Knoxville, TN has committed to reduce its Community emissions by 20% by 2020 compared to Baseline scenario (BAU) reduction target emission level.",Community,2005,,2020,,20.0,
1847,"City of Las Cruces, NM, United States",United States,GHG emission reduction target," The City of Las Cruces, NM has committed to reduce its Local Government emissions by 7% by 2017 compared to Baseline scenario (BAU) reduction target emission level.",Local Government,2013,,2017,,7.0,
1850,"City of Las Vegas, NV, United States",United States,GHG emission reduction target," The City of Las Vegas, NV has committed to reduce its Local Government emissions by 30% by 2030 compared to 2008 emission level.",Local Government,2008,,2030,,30.0,
1853,"City of Los Altos, CA, United States",United States,GHG emission reduction target," The City of Los Altos, CA has committed to reduce its Community emissions by 30% by 2015 compared to 2005 emission level.",Community,2005,,2015,,30.0,
1854,"City of Los Altos, CA, United States",United States,GHG emission reduction target," The City of Los Altos, CA has committed to reduce its Local Government emissions by 40% by 2015 compared to 2005 emission level.",Local Government,2005,,2015,,40.0,
1859,"City of Manhattan Beach, CA, United States",United States,GHG emission reduction target," The City of Manhattan Beach, CA has committed to reduce its Community emissions by 7% by 2020 compared to 2005 emission level.",Community,2005,,2020,,7.0,
1862,"City of Martinez, CA, United States",United States,GHG emission reduction target," The City of Martinez, CA has committed to reduce its Community emissions by 15% by 2020 compared to Baseline scenario (BAU) reduction target emission level.",Community,2005,,2020,,15.0,
1863,"City of Martinez, CA, United States",United States,GHG emission reduction target," The City of Martinez, CA has committed to reduce its Local Government emissions by 15% by 2020 compared to Baseline scenario (BAU) reduction target emission level.",Local Government,2005,,2020,,15.0,
