,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
668,668.0,2014.0,8494736.0,"Izmir Metropolitan Municipality, Turkey"," The Izmir Metropolitan Municipality has committed to reduce its Community emissions by 20% by 2020 compared to 2014 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Turkey,1698947.0,Community,,2020.0,6795788.0
669,669.0,,,"Izmir Metropolitan Municipality, Turkey",The Izmir Metropolitan Municipality committed to increase its Installed capacity of Renewable energy in Community to 130 MW by 2020The target is going to be reached by activities in Electricity sector.,Renewable energy target,Turkey,,,,,
670,670.0,,,"Izmir Metropolitan Municipality, Turkey","20% Energy efficiency improvement by 2020The Izmir Metropolitan Municipality committed to increase its energy efficiency in Final energy and Community energy consumption by 20% by 2020 compared to 2014 levels. Final energy energy consumption: 61562164. 4 MwhThis target will be achieved in Electricity, Transport and Heating & cooling sectors",Energy efficiency target,Turkey,,,,,
671,671.0,2010.0,,"Kadiköy Municipality, Turkey", The Kadiköy Municipality has committed to reduce its Local Government emissions by 15% by 2023 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Turkey,,Local Government,15.0,2023.0,
672,672.0,2014.0,6900000.0,"Kampala Capital City Authority, Uganda"," The Kampala Capital City Authority has committed to reduce its Community emissions by 22% by 2030 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Uganda,1518000.0,Community,,2030.0,6900000.0
673,673.0,,,"Kampala Capital City Authority, Uganda",The Kampala Capital City Authority committed to increase its consumption of energy from renewable energy sources in Community by 191280 MWh by 2020Current consumption of energy from renewable energy source: 81780. 0 MWh 2019The target is going to be reached by activities in Electricity and Household cooking energy sector.  The Kampala Capital City Authority committed to increase its consumption of energy from renewable energy sources in Local Government by 109500 MWh by 2020Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity sector.,Renewable energy target,Uganda,,,,,
674,674.0,,,"Kampala Capital City Authority, Uganda",50% Energy efficiency improvement by 2020The Kampala Capital City Authority committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 50% by 2020 compared to 2015 levels. Primary energy energy consumption: 90. 77 Mwh,Energy efficiency target,Uganda,,,,,
675,675.0,2003.0,,"Broward County, FL, United States"," The Broward County, FL has committed to reduce its Community emissions by 82% by 2050 compared to 2003 emission level.",GHG emission reduction target,United States,,Community,82.0,2050.0,
676,676.0,1997.0,,"Broward County, FL, United States"," The Broward County, FL has committed to reduce its Local Government emissions by 7% by 2015 compared to 1997 emission level.",GHG emission reduction target,United States,,Local Government,7.0,2015.0,
677,677.0,1990.0,,"City and County of San Francisco, CA, United States"," The City and County of San Francisco, CA has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.",GHG emission reduction target,United States,,Community,80.0,2050.0,
678,678.0,2005.0,,"City and County of San Francisco, CA, United States"," The City and County of San Francisco, CA has committed to reduce its Local Government emissions by 80% by 2050 compared to 2005 emission level.",GHG emission reduction target,United States,,Local Government,80.0,2050.0,
679,679.0,2000.0,,"City of Ann Arbor, MI, United States"," The City of Ann Arbor, MI has committed to reduce its Community emissions by 90% by 2050 compared to 2000 emission level.",GHG emission reduction target,United States,,Community,90.0,2050.0,
680,680.0,1990.0,,"City of Antioch, CA, United States"," The City of Antioch, CA has committed to reduce its Community emissions by 80% by 2050 compared to Baseline scenario (BAU) reduction target emission level.",GHG emission reduction target,United States,,Community,80.0,2050.0,
681,681.0,2008.0,,"City of Asheville, NC, United States"," The City of Asheville, NC has committed to reduce its Local Government emissions by 80% by 2030 compared to 2008 emission level.",GHG emission reduction target,United States,,Local Government,80.0,2030.0,
682,682.0,2009.0,,"City of Atlanta, GA, United States"," The City of Atlanta, GA has committed to reduce its Community emissions by 80% by 2040 compared to 2009 emission level.",GHG emission reduction target,United States,,Community,80.0,2040.0,
683,683.0,2010.0,145000000.0,"City of Austin, TX, United States"," The City of Austin, TX has committed to reduce its Community emissions by 100% by 2050 compared to 2010 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,United States,145000000.0,Community,,2050.0,0.0
684,684.0,2007.0,210000.0,"City of Austin, TX, United States"," The City of Austin, TX has committed to reduce its Local Government emissions by 100% by 2020 compared to 2007 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.",GHG emission reduction target,United States,210000.0,Local Government,,2020.0,0.0
685,685.0,,,"City of Austin, TX, United States","The City of Austin, TX committed to increase its share of renewable energy in final energy mix in Community by 55% by 2025Current share of renewable energy in final energy mix: 1216. 0% The target is going to be reached by activities in Electricity and Heating & cooling sector.  The City of Austin, TX committed to increase its share of renewable energy in final energy mix in Local Government by 100% by 2012The target is going to be reached by activities in Electricity and Heating & cooling sector.",Renewable energy target,United States,,,,,
686,686.0,,,"City of Austin, TX, United States","0% Energy efficiency improvement by 2025The City of Austin, TX committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2025 compared to 2007 levels. Final energy energy consumption: 11325036. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors 0% Energy efficiency improvement by 2015The City of Austin, TX committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2015 compared to 2014 levels. This target will be achieved in Electricity and Heating & cooling sectors",Energy efficiency target,United States,,,,,
687,687.0,2010.0,,"City of Baltimore, MD, United States"," The City of Baltimore, MD has committed to reduce its Community emissions by 15% by 2020 compared to 2010 emission level.",GHG emission reduction target,United States,,Community,15.0,2020.0,
688,688.0,2008.0,,"City of Beaverton, OR, United States"," The City of Beaverton, OR has committed to reduce its Local Government emissions by 75% by 2050 compared to 2008 emission level.",GHG emission reduction target,United States,,Local Government,75.0,2050.0,
689,689.0,2000.0,,"City of Benicia, CA, United States"," The City of Benicia, CA has committed to reduce its Community emissions by 10% by 2020 compared to 2000 emission level.",GHG emission reduction target,United States,,Community,10.0,2020.0,
690,690.0,2000.0,,"City of Benicia, CA, United States"," The City of Benicia, CA has committed to reduce its Local Government emissions by 33% by 2020 compared to 2000 emission level.",GHG emission reduction target,United States,,Local Government,33.0,2020.0,
691,691.0,2000.0,,"City of Berkeley, CA, United States"," The City of Berkeley, CA has committed to reduce its Community emissions by 80% by 2050 compared to 2000 emission level.",GHG emission reduction target,United States,,Community,80.0,2050.0,
692,692.0,2000.0,,"City of Berkeley, CA, United States"," The City of Berkeley, CA has committed to reduce its Local Government emissions by 80% by 2050 compared to 2000 emission level.",GHG emission reduction target,United States,,Local Government,80.0,2050.0,
693,693.0,2005.0,,"City of Boston, MA, United States"," The City of Boston, MA has committed to reduce its Community emissions by 80% by 2050 compared to 2005 emission level.",GHG emission reduction target,United States,,Community,80.0,2050.0,
694,694.0,2005.0,,"City of Boston, MA, United States"," The City of Boston, MA has committed to reduce its Local Government emissions by 25% by 2020 compared to 2005 emission level.",GHG emission reduction target,United States,,Local Government,25.0,2020.0,
695,695.0,1990.0,,"City of Boulder, CO, United States"," The City of Boulder, CO has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.",GHG emission reduction target,United States,,Community,80.0,2050.0,
