name,country,commitments,submission,year,region,population,sectors,target
Sant'Eusanio Forconese,Italy,2020,2015-12-17				,2015			,L'Aquila,410,Public lighting; Local electricity production; Residential buildings,26%
Sant'Eusanio del Sangro,Italy,2020,2016-04-06				,2012			,"",2513,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,24%
Sant'Omobono Terme,Italy,2020,2015-02-18				,2012			,"",3505,Tertiary buildings equipment facilities; Residential buildings; Municipal buildings equipment facilities,21%
Santa Brigida,Italy,2020,2016-08-08				,2012			,"",594,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Local heat cold production,83%
Santa Coloma de Cervelló,Spain,2020,2014-12-17				,2012			,"",7996,Municipal buildings equipment facilities; Others; Local electricity production; Transport; Public lighting; Residential buildings; Tertiary buildings equipment facilities,43%
Santa Coloma de Farners,Spain,2020,2018-11-12				,2014			,"",12500,Others; Public lighting; Local heat cold production; Local electricity production; Transport; Municipal buildings equipment facilities,21%
Santa Coloma de Gramenet,Spain,2020,2015-02-26				,2011			,"",119717,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Tertiary buildings equipment facilities,36%
Santa Cristina e Bissone,Italy,2020,2015-05-05				,2015			,"",2069,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,45%
Santa Cruz de Tenerife,Spain,2020,2017-05-15				,2014			,"",221000,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,20%
Santa Fe,Spain,2020,2018-09-27				,2013			,"",15367,Others; Local electricity production; Transport; Public lighting; Municipal buildings equipment facilities,20%
Santa Fe de Mondújar,Spain,2020,2018-11-06				,2011			,"",437,Others; Local electricity production; Public lighting; Municipal buildings equipment facilities; Residential buildings; Transport,24%
Santa Llogaia d'Àlguema,Spain,2020,2019-02-26				,2015			,"",350,Residential buildings; Transport; Municipal buildings equipment facilities; Public lighting; Local electricity production; Others,20%
Santa Lucia di Piave ,Italy,2020,2017-12-05				,2014			,"",9032,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,25%
Santa Margarida de Montbui,Spain,2020,2019-05-10				,2011			,"",9834,Municipal buildings equipment facilities; Local electricity production; Others; Transport; Residential buildings; Public lighting,26%
Santa Maria Imbaro,Italy,2020,2015-06-17				,2012			,"",1859,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,26%
Santa Maria de Palautordera,Spain,2020,2017-11-29				,2011			,"",8823,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,21%
Santa Maria di Sala,Italy,2020,2017-10-11				,2015			,"",17614,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
 Santa Marta de Penaguião,Portugal,2020,2018-03-01				,2015			,Douro,7274,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,20%
Santa Perpètua de Mogoda,Spain,2020,2015-06-30				,2010			,Barcelona,25048,Transport; Public lighting; Local heat cold production; Local electricity production; Others; Residential buildings; Municipal buildings equipment facilities; Tertiary buildings equipment facilities,20%
Santa Pola,Spain,2020;2030;ADAPT,2015-10-05				,2012			,Alicante / Alacant,31529,Residential buildings; Public lighting; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Transport; Local electricity production; Others,20%
Santa Susanna,Spain,2020,2017-03-27				,2012			,"",3338,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,22%
Santa Teresa Gallura,Italy,2020,2017-02-03				,2011			,"",5207,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Industry; Local heat cold production; Others; Public lighting; Local electricity production,20%
Santander,Spain,2020,2016-10-21				,2011			,"",182700,Transport; Municipal buildings equipment facilities; Public lighting; Others,20%
Santarém,Portugal,2020,2015-02-27				,2012			,"",63563,Transport; Public lighting; Others; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Local electricity production,21%
Sante Marie,Italy,2020,2015-12-17				,2015			,L'Aquila,1177,Local electricity production; Residential buildings; Public lighting,21%
Santiponce,Spain,2020,2016-08-12				,2011			,"",7742,Public lighting; Transport; Municipal buildings equipment facilities; Residential buildings; Others; Local electricity production,21%
Santo Stefano di Sessanio,Italy,2020,2015-12-17				,2015			,L'Aquila,115,Municipal buildings equipment facilities; Residential buildings; Public lighting,22%
Santorso,Italy,2020,2018-10-31				,2014			,"",5881,Transport; Residential buildings; Others; Local electricity production; Public lighting; Municipal buildings equipment facilities; Industry; Tertiary buildings equipment facilities,28%
Sarroch,Italy,2020,2015-02-23				,2012			,"",5273,Municipal buildings equipment facilities; Industry; Others; Public lighting; Transport; Residential buildings,22%
Sassari								,Italy,2020;2030;ADAPT,2016-09-26				,2013			,"",131000,Industry; Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others,20%
"Saus, Camallera i Llampaies",Spain,2020,2018-12-12				,2015			,"",768,Public lighting; Residential buildings; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Industry; Others; Local electricity production; Local heat cold production,27%
Savigliano,Italy,2020,2016-10-27				,2014			,"",21307,Residential buildings; Local electricity production; Tertiary buildings equipment facilities; Local heat cold production; Municipal buildings equipment facilities; Public lighting; Others; Transport,22%
Savignano sul Rubicone,Italy,2020,2018-11-22				,2015			,"",17653,Local electricity production; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,20%
Savona,Italy,2020,2019-03-26				,2014			,Savona,59907,Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Transport; Local electricity production; Others,26%
Sax,Spain,2020,2015-09-28				,2011			,Alicante / Alacant,9696,Residential buildings; Public lighting; Municipal buildings equipment facilities; Transport; Tertiary buildings equipment facilities; Local electricity production; Others,22%
Sayalonga,Spain,2020,2017-11-07				,2011			,"",1560,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,21%
Scandiano,Italy,2020;2030;ADAPT,2017-03-17				,2015			,Reggio nell'Emilia,25071,Others; Local heat cold production; Public lighting; Residential buildings; Municipal buildings equipment facilities; Local electricity production; Transport,20%
Scanno,Italy,2020,2015-11-14				,2015			,"",1922,Local electricity production; Residential buildings; Municipal buildings equipment facilities,21%
Scanzorosciate,Italy,2020,2015-05-21				,2012			,"",9843,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Tertiary buildings equipment facilities; Others; Public lighting,22%
Schelle,Belgium,2020,2017-10-02				,2015			,Arr. Antwerpen,8183,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,20%
Scherpenheuvel-Zichem,Belgium,2020,2017-12-06				,2015			,Arr. Leuven,22741,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,20%
Schilde ,Belgium,2020,2018-12-17				,2016			,Arr. Antwerpen,19400,Local electricity production; Tertiary buildings equipment facilities; Industry; Residential buildings; Municipal buildings equipment facilities; Transport; Others; Public lighting,20%
Schio,Italy,2020,2016-12-28				,2012			,"",39688,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,20%
Scontrone,Italy,2020,2015-12-16				,2015			,L'Aquila,585,Local electricity production; Municipal buildings equipment facilities; Residential buildings,24%
Scoppito,Italy,2020,2015-02-20				,2015			,L'Aquila,3400,Municipal buildings equipment facilities; Public lighting; Residential buildings; Local electricity production; Transport,24%
Scorzè,Italy,2020,2017-12-14				,2014			,"",19027,Residential buildings; Municipal buildings equipment facilities; Public lighting; Transport; Others; Tertiary buildings equipment facilities,20%
Scurcola Marsicana,Italy,2020;ADAPT,2015-12-23				,2015			,L'Aquila,2813,Local electricity production; Residential buildings; Public lighting,21%
Secinaro,Italy,2020,2015-12-16				,2015			,L'Aquila,438,Local electricity production; Municipal buildings equipment facilities; Residential buildings,21%
Seclin,France,2020;2030;ADAPT,2018-01-31				,2017			,Nord,12333,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,30%
Sedella,Spain,2020,2017-11-07				,2011			,"",500,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Industry; Others,22%
