,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency
1088,World Conference of Religions for Peace,1.1666695172607433e-05,2.8659726467594737e-06,2.924867203546455e-06,0.14924868941307068,2.2302037905319594e-05,4.2187998587905895e-06,0.07607653737068176,0.00013525353278964758,0.012985811568796635,0.15293242037296295,6.433529779314995e-05,1.1992175132036209e-05,0.4405233860015869,0.1562861055135727,0.0002402994578005746,0.011386115103960037,2.8427859888324747e-06,6.220983050297946e-05,13,Non-governmental organizations,Ms. Deepika Singh,New York,United States of America,Constituency - ENGO
1089,World Council of Churches,0.004240855108946562,2.0386862615850987e-06,2.080580316032865e-06,0.047298088669776917,1.5864372471696697e-05,3.0010089631105075e-06,4.3033498513977975e-05,9.452006634091958e-05,0.03925566375255585,0.07516597956418991,0.09576325118541718,0.0023774211294949055,0.6765918135643005,0.04150418937206268,0.00017060684331227094,0.01742527075111866,2.022192802542122e-06,4.424685175763443e-05,13,Non-governmental organizations,Mr. Per Henrik Gunnar Grape,Geneva 2,Switzerland,Constituency - Environmental CAN
1090,World Economic Forum,8.1287907960359e-06,1.996871560550062e-06,2.0379063698783284e-06,0.07058950513601303,1.55389843712328e-05,2.9394564080575947e-06,4.215076478431001e-05,0.01643209159374237,0.0036083455197513103,0.012285694479942322,0.06167890876531601,8.355568752449472e-06,0.09834016859531403,0.382923424243927,0.08144669979810715,0.12336713820695877,1.9807162061624695e-06,0.14924488961696625,14,Non-governmental organizations,Ms. Kija Kummer-Brown,Cologny,Switzerland,Constituency - Business and Industry
1091,World Energy Council,0.013904767110943794,4.194872872176347e-06,4.281075689505087e-06,0.0003067766665481031,3.264309270889498e-05,6.174981990625383e-06,0.04211805760860443,0.2551098167896271,0.00039424191345460713,0.003730939468368888,0.036477092653512955,0.0037741363048553467,0.4454900920391083,0.05435465648770332,0.10915614664554596,0.03504079952836037,4.1609350773796905e-06,9.104803029913455e-05,13,Non-governmental organizations,Ms. Sandra Winkler,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Business and Industry
1092,World Evangelical Alliance,2.1510833903448656e-05,5.284226972435135e-06,5.392815182858612e-06,0.1312946230173111,4.112007809453644e-05,7.778544386383146e-06,0.00011153587547596544,0.00024675935856066644,0.02628958411514759,0.024617519229650497,0.00011862362589454278,2.211094761150889e-05,0.7577006816864014,0.02067234367132187,0.00047953694593161345,0.03824564814567566,5.241475719230948e-06,0.00011471682228147984,13,Non-governmental organizations,Mr. Chris Elisara,New York,United States of America,Constituency - Environmental
1093,World Farmers’ Organisation,1.8087472199113108e-05,4.44326406068285e-06,4.5345709622779395e-06,0.00031147993286140263,3.457598722889088e-05,6.540621143358294e-06,0.18690727651119232,0.00021191000996623188,0.007207449059933424,0.04864199087023735,0.08035851269960403,1.8592079868540168e-05,0.22601258754730225,0.209010511636734,0.16934658586978912,0.07180403918027878,4.407316282595275e-06,9.644559031585231e-05,13,Non-governmental organizations,Ms. Ceris Jones,Rome,Italy,Constituency - Farmers
1094,World Federation of Engineering Organizations,6.866894636914367e-06,1.6868815464476938e-06,1.721546141197905e-06,0.00012141252955188975,1.312674521614099e-05,2.483141543052625e-06,3.560892218956724e-05,0.011966175399720669,0.04974917694926262,0.07582223415374756,0.013683739118278027,7.058468327159062e-06,0.3462524116039276,0.06860512495040894,0.2274620682001114,0.20623080432415009,1.6732341237002402e-06,3.661505616037175e-05,13,Non-governmental organizations,Mr. Davide Stronati,Paris,France,Constituency - ENGO
1095,World Future Council,1.0683058462745976e-05,2.6243383217661176e-06,2.6782672648550943e-06,0.04223454371094704,2.0421719455043785e-05,3.863106940116268e-06,0.03309785574674606,0.026030344888567924,0.0002576325205154717,0.05694815143942833,0.007356986869126558,1.0981097148032859e-05,0.24404504895210266,0.39377129077911377,0.12969689071178436,0.06645046174526215,2.6031066227005795e-06,5.695971776731312e-05,14,Non-governmental organizations,Ms. Anna Sophie Skowron,Hamburg,Germany,Constituency - Research and independent
1096,"World Green Building Council, Inc.",4.934095159114804e-06,1.2120812016291893e-06,1.2369889645924559e-06,0.007835250347852707,9.432009392185137e-06,1.7842208990259678e-06,2.5583856768207625e-05,0.07503140717744827,0.003039792412891984,5.0928319978993386e-05,0.07371057569980621,5.071747636975488e-06,0.11403928697109222,0.06691047549247742,0.6519805788993835,0.005214217584580183,1.2022751434415113e-06,0.0021370123140513897,15,Non-governmental organizations,Ms. Maria Cristina Gamboa,Toronto,Canada,Constituency - Business and Industry
1097,World Medical Association,6.662093710474437e-06,1.636571369090234e-06,1.6702020957382047e-06,0.01338910311460495,0.007730680517852306,2.4090834358503344e-06,3.4544747904874384e-05,7.701264985371381e-05,0.12125131487846375,0.06348007917404175,0.0034911860711872578,6.847953955002595e-06,0.6490310430526733,0.06370768696069717,0.00013699840928893536,0.07761397957801819,1.6233309452218236e-06,3.552438647602685e-05,13,Non-governmental organizations,Ms. Clarisse Delorme,Ferney-Voltair,France,Constituency - Research and independent
1098,World Ocean Council,5.3192461564322e-06,1.3066952533336007e-06,1.3335471749087446e-06,0.011648732237517834,1.0168263543164358e-05,1.923495574374101e-06,2.7581538233789615e-05,0.03403577208518982,0.00810906570404768,5.514112490345724e-05,2.933301220764406e-05,5.467643404699629e-06,0.008469616994261742,0.42641693353652954,0.353958398103714,0.05350758880376816,1.2961236279807054e-06,0.10371507704257965,14,Non-governmental organizations,Mr. Paul Holthus,Honolulu,United States of America,Constituency - Business and Industry
1099,World Ocean Network,1.5084277038113214e-05,3.705516064655967e-06,3.7816625990672037e-06,0.024440836161375046,2.8835082048317418e-05,5.454633537738118e-06,7.821418694220483e-05,0.0001759311999194324,0.009339929558336735,0.0001560173841426149,8.318020263686776e-05,1.5505100236623548e-05,0.16450297832489014,0.5598655343055725,0.10521446168422699,0.13598644733428955,3.675537300296128e-06,8.042344416026026e-05,14,Non-governmental organizations,Mr. Manuel Cira,Boulogne-sur Mer,France,Constituency - Environmental
1100,World Organization of the Scout Movement,0.007763932459056377,2.0027887330797967e-06,2.043945187324425e-06,0.005114179104566574,0.00994233787059784,2.948166638816474e-06,4.227752287988551e-05,9.30776004679501e-05,0.0001710970391286537,0.012573927640914917,0.08383112400770187,8.380328836210538e-06,0.7735575437545776,0.08599554747343063,0.0008140007266774774,0.020040158182382584,1.986585630220361e-06,4.346880814409815e-05,13,Non-governmental organizations,Ms. Annie Weaver,"Brickfields, Kuala Lumpur",Switzerland,Constituency - Youth
1101,World Resources Institute,4.250248366588494e-06,1.0440913911224925e-06,1.0655470532583422e-06,0.26686525344848633,8.12476901046466e-06,1.5369347465821193e-06,0.049472808837890625,0.019200589507818222,0.04424084722995758,4.398025703267194e-05,0.01210660021752119,4.3688228288374376e-06,0.07706966996192932,0.23022887110710144,0.2617112696170807,0.0075662508606910706,1.0356443453929387e-06,0.03147244080901146,4,Non-governmental organizations,Mr. Timothy Constien,Washington,United States of America,Constituency - Environmental CAN
1102,World Steel Association,9.314699127571657e-06,2.288194991706405e-06,2.335216322535416e-06,0.009526143781840801,0.0456286184489727,3.3682933917589253e-06,0.0013632570626214147,0.6344650387763977,0.00021902838489040732,9.635160677134991e-05,5.136565596330911e-05,9.574561772751622e-06,0.14847932755947113,0.03690028935670853,0.018920131027698517,0.10427161306142807,2.2696826817991678e-06,4.9665373808238655e-05,8,Non-governmental organizations,Ms. Åsa Ekdahl,Brussels,Belgium,Constituency - Business and Industry
1103,World Union of Small and Medium Enterprises,0.004365231841802597,1.0190727834924473e-06,1.0400142400612822e-06,0.0055163949728012085,7.930082574603148e-06,1.5001064639363904e-06,2.151031185348984e-05,0.011063605546951294,0.0009726256248541176,0.04306037351489067,0.22258605062961578,4.264136350684566e-06,0.1626560240983963,0.1019744873046875,0.07295451313257217,0.0164735596626997,1.0108282140208757e-06,0.3583388328552246,18,Non-governmental organizations,Ms. Maria Valeria Pasquini,San Marino,San Marino,Constituency - Business and Industry
1104,World Water Council,4.395469659357332e-06,1.0797656386785093e-06,1.1019542398571502e-06,0.24901151657104492,8.40237316879211e-06,1.589448174854624e-06,2.2791085939388722e-05,5.024693382438272e-05,9.26340144360438e-05,4.562202957458794e-05,2.4239210688392632e-05,4.518095011007972e-06,0.036951664835214615,0.0051352279260754585,0.29714155197143555,0.4114789366722107,1.0710299420679803e-06,2.3435281036654487e-05,16,Non-governmental organizations,Ms. Chiara Christina Colombo,Marseille,France,Constituency - Environmental
1105,World Wind Energy Association,1.7970771295949817e-05,4.4145958781882655e-06,4.505313427216606e-06,0.00030640343902632594,3.435290273046121e-05,6.49842058919603e-06,0.06261572241783142,0.3722518980503082,0.00950535386800766,0.00018564389029052109,9.910018707159907e-05,0.004634368233382702,0.43869656324386597,0.02579544484615326,0.061472948640584946,0.02426864393055439,4.3788804759969935e-06,9.581799531588331e-05,13,Non-governmental organizations,Mr. Stefan Gsänger,Bonn,Germany,Constituency - Business and Industry
1106,Worldwatch Institute,1.0524997378524859e-05,2.5855099465843523e-06,2.6386410354461987e-06,0.025645796209573746,2.011957076319959e-05,3.805950200330699e-06,0.010268046520650387,0.037194009870290756,0.0032712258398532867,0.0001088202916434966,5.8038516726810485e-05,1.0818625924002845e-05,0.1236456036567688,0.6430712342262268,0.1563776433467865,0.0002503953000996262,2.5645924779382767e-06,5.611952656181529e-05,14,Non-governmental organizations,Mr. Alexander Ochs,Washington,United States of America,Constituency - Environmental CAN
1107,"Wuppertal Institute for Climate, Environment and Energy",9.35362095333403e-06,2.297756282132468e-06,2.3449740638170624e-06,0.0001671656355028972,0.008752940222620964,3.382368049642537e-06,4.849929973715916e-05,0.15699784457683563,0.01563233695924282,9.692441381048411e-05,5.1576462283264846e-05,9.614569535187911e-06,0.10576710104942322,0.053735632449388504,0.5435979962348938,0.11150620132684708,2.2791666651755804e-06,0.0036165022756904364,15,Non-governmental organizations,Mr. Nicolas Kreibich,Wuppertal,Germany,Constituency - Environmental CAN
1108,Yale Student Environmental Coalition,1.1879567864525598e-05,2.9182658636273118e-06,2.9782347610307625e-06,0.00021410001500044018,0.012416385114192963,4.295777216611896e-06,6.160005432320759e-05,0.030735554173588753,0.2522814869880676,0.0001222570426762104,6.550086982315406e-05,1.2210985914862249e-05,0.00024838888202793896,0.6995832324028015,0.0002547327894717455,0.003916272893548012,2.894656063290313e-06,6.333934288704768e-05,14,Non-governmental organizations,Ms. Katie Lynn Schlick,New Haven,United States of America,Constituency - Environmental
1109,Yale University,3.916955847671488e-06,9.622166317058145e-07,9.819897286433843e-07,0.38849467039108276,7.487646598747233e-06,1.416412487742491e-06,0.0029307042714208364,0.010452568531036377,0.5231620073318481,4.05416103603784e-05,2.1598334569716826e-05,4.026231636089506e-06,8.41200235299766e-05,0.053340550512075424,8.226552745327353e-05,0.021350376307964325,9.544320391796646e-07,2.0885219782940112e-05,9,Non-governmental organizations,Mr. Donald Filer,New Haven,United States of America,Constituency - ENGO
1110,York University,1.0496249160496518e-05,2.578447947598761e-06,2.631433744681999e-06,0.035800933837890625,2.0064615455339663e-05,3.7955546758894343e-06,5.442267138278112e-05,0.0027915749233216047,0.836560845375061,0.00010978333739330992,5.788495400338434e-05,1.078907553164754e-05,0.0008615576080046594,0.10655666887760162,0.016806447878479958,0.0002910061157308519,2.557587322371546e-06,5.5966862419154495e-05,9,Non-governmental organizations,Mr. Richard Bryce Rudyk,New York,United States of America,Constituency - Research and independent
1111,Young Energy Specialists - Development Cooperation,0.04662903770804405,1.4854496157568065e-06,1.5159749864324112e-06,0.00010680509876692668,1.1559270205907524e-05,2.186627625633264e-06,3.1354011298390105e-05,0.11929423362016678,0.07286949455738068,6.26783148618415e-05,0.10177990049123764,6.215610937942984e-06,0.09852582961320877,0.41204413771629333,0.14612987637519836,0.002469997853040695,1.4734318938280921e-06,3.22424057230819e-05,14,Non-governmental organizations,Mr. Yanniek Cornelis Machiel Huisman,Utrecht,Netherlands,Constituency - Youth
1112,Young Power in Social Action,4.777055892191129e-06,1.173503960671951e-06,1.197618871628947e-06,8.272210834547877e-05,9.131813385465648e-06,1.7274338688366697e-06,0.03744751214981079,5.514091390068643e-05,0.021324312314391136,0.7908569574356079,0.008265077136456966,4.910327334073372e-06,0.0001025045639835298,0.10052431374788284,0.036174654960632324,0.005117244552820921,1.1640098591669812e-06,2.5470384571235627e-05,10,Non-governmental organizations,Mr. Mohammad Arifur Rahman,Chittagong,Bangladesh,Constituency - Environmental
1113,ZOI Environment Network,1.867059472715482e-05,4.586510385706788e-06,4.680760866904166e-06,0.00031904465868137777,3.569068212527782e-05,6.751484306732891e-06,0.0031949328258633614,0.00021407795429695398,0.0003903344622813165,0.007865304127335548,0.00010297021071892232,1.9191471437807195e-05,0.0004005511582363397,0.282941609621048,0.4937775731086731,0.21059995889663696,4.549403911369154e-06,9.9550248705782e-05,15,Non-governmental organizations,Mr. Viktor Novikov,Geneva,Switzerland,Constituency - Research and independent
1114,Zhenjiang Green Sanshan Environmental Public Welfare Service Center,1.0966132322209887e-05,2.693876467674272e-06,2.7492344543134095e-06,0.009154129773378372,2.0962841517757624e-05,3.965469204558758e-06,5.685952783096582e-05,0.01279450859874487,0.21320144832134247,0.40635013580322266,6.046743510523811e-05,1.1272067240497563e-05,0.010802406817674637,0.34695643186569214,0.00023285487259272486,0.00027704660897143185,2.6720822461356875e-06,5.847201100550592e-05,10,Non-governmental organizations,,中国江苏省镇江市,China,Constituency - Environmental
1115,atmosfair gGmbH,6.183683126437245e-06,1.5190478279691888e-06,1.5502635051234392e-06,0.0073495544493198395,1.1820719919342082e-05,2.236085038020974e-06,0.007171416189521551,0.6610085368156433,0.00945618562400341,6.416669202735648e-05,3.410051067476161e-05,6.356196536216885e-06,0.03265664726495743,0.10474137216806412,0.17098234593868256,0.006471550557762384,1.5067581671246444e-06,3.2971802284009755e-05,8,Non-governmental organizations,Ms. Cathleen Herrich,Berlin,Germany,Constituency - Environmental
1116,iuventum e.V.,6.653425316471839e-06,1.6344419009328703e-06,1.6680288581483182e-06,0.002979787066578865,1.271867768082302e-05,2.4059486349869985e-06,3.4500790206948295e-05,0.012311741709709167,0.02414761669933796,0.28640255331993103,0.09684211760759354,6.839043635409325e-06,0.4252299964427948,0.09829363226890564,0.0022060233168303967,0.040134329348802567,1.6212187574637937e-06,0.011384110897779465,13,Non-governmental organizations,Mr. Henning Stöcks,Velzen,Germany,Constituency - Research and independent
1117,urgewald e.V.,6.057262908143457e-06,1.4879922218824504e-06,1.5185696611297317e-06,0.015837961807847023,1.1579055353649892e-05,2.1903701963310596e-06,3.1408075301442295e-05,0.2687886953353882,0.0008845481206662953,6.274182669585571e-05,0.00347433565184474,6.226249752216972e-06,0.018558319658041,0.401715487241745,0.00012328734737820923,0.005949497688561678,1.4759538089492708e-06,0.2845432162284851,14,Non-governmental organizations,Ms. Kathrin Petz,Sassenberg,Germany,Constituency - Environmental
