,name,entity_type,constituency,coordinator,city,country,remarks,const
1476,University of Nijmegen,Non-governmental organizations,Constituency - Research and independent,Ms. Carlijn Hendriks,Nijmegen,Netherlands,,RINGO
1477,University of North Carolina,Non-governmental organizations,Constituency - Research and independent,Ms. Angel Hsu,Chapel Hill,United States of America,,RINGO
1478,University of Nottingham,Non-governmental organizations,Constituency - Research and independent,Mr. Chris Sims,Nottingham,United Kingdom of Great Britain and Northern Ireland,,RINGO
1479,University of Oslo,Non-governmental organizations,Constituency - Research and independent,Ms. Christina Voigt,Oslo,Norway,,RINGO
1480,University of Oxford,Non-governmental organizations,Constituency - Research and independent,Ms. Anne Loreto Ryan,Oxford,United Kingdom of Great Britain and Northern Ireland,,RINGO
1481,University of Plymouth,Non-governmental organizations,Constituency - Research and independent,Ms. Deborah Greaves,Plymouth,United Kingdom of Great Britain and Northern Ireland,,RINGO
1482,University of Potsdam,Non-governmental organizations,Constituency - Research and independent,Mr. Harald Fuhr,Potsdam,Germany,,RINGO
1483,University of Reading,Non-governmental organizations,Constituency - Research and independent,Ms. Rosalind Cornforth,Reading,United Kingdom of Great Britain and Northern Ireland,,RINGO
1484,University of Saskatchewan,Non-governmental organizations,Constituency - Research and independent,Ms. Marcia McKenzie,Saskatoon,Canada,,RINGO
1485,University of Southampton,Non-governmental organizations,Constituency - Research and independent,Mr. Damon Teagle,Southampton,United Kingdom of Great Britain and Northern Ireland,,RINGO
1486,University of Southern Denmark,Non-governmental organizations,Constituency - Research and independent,Mr. Nicola Tollin,Odense M,Denmark,,RINGO
1487,University of St Andrews,Non-governmental organizations,Constituency - Research and independent,Mr. Derek Watson,St Andrews,United Kingdom of Great Britain and Northern Ireland,,RINGO
1488,University of Stirling,Non-governmental organizations,Constituency - Research and independent,Mr. Matthew Francis,Stirling,United Kingdom of Great Britain and Northern Ireland,,RINGO
1489,University of Strathclyde,Non-governmental organizations,Constituency - Research and independent,Ms. Clare McLaren,Glasgow,United Kingdom of Great Britain and Northern Ireland,,RINGO
1490,University of Surrey,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Murphy,"Guildford, Surrey",United Kingdom of Great Britain and Northern Ireland,,RINGO
1491,University of Sussex - Sussex Energy Group,Non-governmental organizations,Constituency - Environmental,Mr. Rob Byrne,Brighton,United Kingdom of Great Britain and Northern Ireland,,ENGO
1492,University of Technology Malaysia,Non-governmental organizations,Constituency - Research and independent,Mr. Mohd Ismail Abd Aziz,Johor,Malaysia,,RINGO
1493,University of Texas at Austin,Non-governmental organizations,Constituency - Research and independent,Ms. Katherine Duncker Romanak,Austin,United States of America,,RINGO
1494,University of Tokyo,Non-governmental organizations,Constituency - Research and independent,Mr. Hiroyuki Furuya,Tokyo,Japan,,RINGO
1495,University of Toronto,Non-governmental organizations,Constituency - Research and independent,Mr. Matthew Hoffmann,Toronto,Canada,,RINGO
1496,University of Vermont,Non-governmental organizations,Constituency - Research and independent,Ms. Bettine Gioia Thompson,Burlington,United States of America,,RINGO
1497,University of Victoria,Non-governmental organizations,Constituency - Research and independent,Ms. Morag Mochan,Victoria,Canada,,RINGO
1498,University of Warwick,Non-governmental organizations,Constituency - Research and independent,Mr. Hopi Sen,Coventry,United Kingdom of Great Britain and Northern Ireland,,RINGO
1499,University of Washington,Non-governmental organizations,Constituency - Research and independent,Mr. Jeffrey Milner Riedinger,Seattle,United States of America,,RINGO
1500,University of Waterloo,Non-governmental organizations,Constituency - Research and independent,Mr. Simon Christian Glauser,Waterloo,Canada,,RINGO
1501,University of Wyoming,Non-governmental organizations,Constituency - Research and independent,Ms. Jean Anne Garrison,Laramie,United States of America,,RINGO
1502,University of York,Non-governmental organizations,Constituency - Research and independent,Mr. David Diston,Heslington,United Kingdom of Great Britain and Northern Ireland,,RINGO
1503,Uppsala University,Non-governmental organizations,Constituency - Research and independent,Ms. Carmen Rosa Medina Llanos,Uppsala,Sweden,,RINGO
1504,Urgenda Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Dennis van Berkel,Zaandam,Netherlands,,ENGO
1505,urgewald e.V.,Non-governmental organizations,Constituency - Environmental,Ms. Kathrin Petz,Sassenberg,Germany,,ENGO
1506,Value Reporting Foundation,Non-governmental organizations,Constituency - Business and Industry,Ms. Juliet Markham,San Francisco,United States of America,,BINGO
1507,Vanderbilt University,Non-governmental organizations,Constituency - Research and independent,Ms. Leah Dundon,Nashville,United States of America,,RINGO
1508,Vanke Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Dan Wu,Shenzhen,China,,ENGO
1509,Vasudha Foundation,Non-governmental organizations,Constituency - Environmental CAN,Mr. Srinivas Krishnaswamy,New Delhi,India,,ENGO
1510,Verra,Non-governmental organizations,Constituency - Business and Industry,Ms. Jessica Herfurth,Washington,United States of America,,BINGO
1511,Victoria University Wellington,Non-governmental organizations,Constituency - Research and independent,Mr. Jonathan George Boston,Wellington,New Zealand,,RINGO
1512,Vikalp,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Himanshu Banker,,India,,IPO
1513,Villanova University,Non-governmental organizations,Constituency - Research and independent,Ms. Deborah Seligsohn,Villanova,United States of America,,RINGO
1514,Viracao Educommunication,Non-governmental organizations,Constituency - Youth,Mr. Rafael Alves da Silva,Sao Paulo,Brazil,,Youth
1515,Virginia Polytechnic Institute and State University,Non-governmental organizations,Constituency - Environmental,Ms. Carol Franco Billini,Blacksburg,United States of America,,ENGO
1516,"Vitae Civilis Institute for Development, Environment and Peace",Non-governmental organizations,Constituency - Environmental CAN,Mr. Delcio Rodrigues,Sao Paulo,Brazil,,ENGO
1517,VIVAT International,Non-governmental organizations,Constituency - Environmental,Ms. Maria Lourdes Santos,NYC,United States of America,,ENGO
1518,Wageningen University,Non-governmental organizations,Constituency - Research and independent,Mr. Martin Herold,Wageningen,Netherlands,,RINGO
1519,War on Want,Non-governmental organizations,Constituency - Environmental,Mr. Asad Rehman,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1520,Washington University,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Orttung,Washington,United States of America,,RINGO
1521,Water Climate Trust,Non-governmental organizations,Constituency - Environmental,Mr. Konrad Fisher,Redding,United States of America,,ENGO
1522,Water Safety Initiative Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Unyime Robinson,Uyo,Nigeria,,ENGO
1523,WaterAid,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Jonathan Joseph Farr,London,United Kingdom of Great Britain and Northern Ireland,,LGMA
1524,Waterkeeper Alliance,Non-governmental organizations,Constituency - Environmental,Mr. Chris Wilke,New York,United States of America,,ENGO
1525,"WCMC, World Conservation Monitoring Centre",Non-governmental organizations,Constituency - Environmental,Ms. Valerie Kapos,Cambridge,United Kingdom of Great Britain and Northern Ireland,completed manually from the UNFCCC website,ENGO
1526,We Are Forces of Nature,Non-governmental organizations,Constituency - Environmental,Ms. Julie Charouhis,Miami,United States of America,,ENGO
1527,Wellcome Trust,Non-governmental organizations,Constituency - Research and independent,Ms. Amelia Dearman,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1528,West London Business,Non-governmental organizations,Constituency - Business and Industry,Mr. Andrew Dakers,Hayes,United Kingdom of Great Britain and Northern Ireland,,BINGO
1529,Wetlands International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Cinthia Lucia Soto Golcher,Wageningen,Netherlands,,ENGO
1530,Whale and Dolphin Conservation,Non-governmental organizations,Constituency - Environmental,Ms. Vicki James,Chippenham,United Kingdom of Great Britain and Northern Ireland,,ENGO
1531,Wild Projects,Non-governmental organizations,Constituency - Environmental,Ms. Margot Lederer,Berkeley,United States of America,,ENGO
1532,Wildlife and Countryside Link,Non-governmental organizations,Constituency - Environmental,Mr. Richard Benwell,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1533,Wildlife Conservation Society,Non-governmental organizations,Constituency - Environmental,Mr. Todd Stevens,Bronx,United States of America,,ENGO
1534,Wildlife Without Borders,Non-governmental organizations,Constituency - Research and independent,Mr. Philip Riordan,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
1535,WindEurope,Non-governmental organizations,Constituency - Business and Industry,Ms. Diletta Zeni,Brussels,Belgium,,BINGO
1536,Windward Fund,Non-governmental organizations,Constituency - Environmental,Mr. Lee Bodner,Washington,United States of America,,ENGO
1537,Winrock International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Mary Grady,Little Rock,United States of America,,ENGO
1538,Women Engage for a Common Future,Non-governmental organizations,Constituency - Women and Gender,Ms. Anne Barre,Utrecht,Netherlands,,Women and Gender
1539,Women Environmental Programme,Non-governmental organizations,Constituency - Women and Gender,Ms. Priscilla Mbarumun Achakpa,Abuja,Nigeria,,Women and Gender
1540,Women Organizing for Change in Agriculture and Natural Resource Management,Non-governmental organizations,Constituency - Women and Gender,Ms. Jeannette Gurung,Washington,United States of America,,Women and Gender
1541,Women’s Earth and Climate Action Network,Non-governmental organizations,Constituency - Women and Gender,Ms. Wyolah Garden,Mill Valley,United States of America,completed manually from the UNFCCC website,Women and Gender
1542,Women’s Environment and Development Organization,Non-governmental organizations,Constituency - Women and Gender,Ms. Bridget Burns,New York,United States of America,completed manually from the UNFCCC website,Women and Gender
1543,Women ’s International League for Peace and Freedom,Non-governmental organizations,Constituency - Environmental,Ms. Line Favre,Geneva,Switzerland,completed manually from the UNFCCC website,ENGO
1544,WOMENVAI,Non-governmental organizations,Constituency - Environmental,Ms. Lidia Zakowska,Paris,France,,ENGO
1545,Woods Hole Oceanographic Institution,Non-governmental organizations,Constituency - Research and independent,Ms. Judith L. Fenwick,Woods Hole,United States of America,,RINGO
1546,Woodwell Climate Research Center,Non-governmental organizations,Constituency - Environmental CAN,Mr. David McGlinchey,Falmouth,United States of America,,ENGO
1547,World Alliance of Young Men’s Christian Associations,Non-governmental organizations,Constituency - Youth,Mr. Razvan Sassu,Vernier,Switzerland,completed manually from the UNFCCC website,Youth
1548,World Animal Protection,Non-governmental organizations,Constituency - Environmental,Mr. Steve McIvor,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1549,World Association of Girl Guides and Girl Scouts,Non-governmental organizations,Constituency - Youth,Ms. Germaine Umuraza,London,United Kingdom of Great Britain and Northern Ireland,,Youth
1550,World Bioenergy Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Bhardwaj Kummamuru Venkata,Stockholm,Sweden,,BINGO
1551,World Biogas Association,Non-governmental organizations,Constituency - Environmental,Ms. Giulia Ceccarelli,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
