,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency,const
1071,Welthungerhilfe,2.351307193748653e-05,5.776085345132742e-06,5.8947812249243725e-06,0.0371141992509365,4.494755557971075e-05,8.502574928570539e-06,0.0990869998931884,0.0002714672591537,0.0005008843145333,0.2012280970811844,0.0884043872356414,2.416904499114025e-05,0.0165086034685373,0.2790503799915313,0.1830481737852096,0.0410563088953495,5.729355052608298e-06,0.0536119304597377,14,Non-governmental organizations,Mr. Michael Kuehn,Bonn,Germany,Constituency - Environmental CAN,ENGO
1072,Wetlands International,1.1223792171222158e-05,2.7571718419494573e-06,2.81383040601213e-06,0.0499731004238128,2.1455385649460368e-05,4.058641934534535e-06,0.0661414861679077,0.0001296700938837,0.0025543391238898,0.0361519195139408,6.189893611008301e-05,1.1536915735632649e-05,0.1762458533048629,0.353437066078186,0.1195323169231414,0.195655956864357,2.734865347520099e-06,5.9844329371117055e-05,14,Non-governmental organizations,Ms. Leorita Appulo,Wageningen,Netherlands,Constituency - Environmental CAN,ENGO
1073,Widener University,4.374644504423486e-06,1.0746497309810366e-06,1.0967332855216227e-06,0.263335257768631,8.362563676200807e-06,1.5819175587239442e-06,0.0024237476754933,0.0033811763860285,0.5738186240196228,0.0050021950155496,2.412301364529412e-05,4.496689143707044e-06,0.0552560798823833,0.0871989950537681,0.0016459502512589,0.0078684547916054,1.065955530066276e-06,2.332624171685893e-05,9,Non-governmental organizations,Mr. John Charles Dernbach,Harrisburg,United States of America,Constituency - Research and independent,RINGO
1074,Wildlife Conservation Society,0.0293418001383543,8.495197789670783e-07,8.669770181768399e-07,0.3560052812099457,6.610677701246459e-06,1.2505192898970563e-06,0.0495135225355625,0.0102879293262958,0.055740762501955,0.0013540009967982,0.0052114487625658,3.5546709113987163e-06,0.0007386094075627,0.4521204531192779,7.434779399773106e-05,0.0395794473588466,8.426468980360369e-07,1.8439144696458243e-05,14,Non-governmental organizations,Mr. Todd Stevens,Bronx,United States of America,Constituency - Environmental,ENGO
1075,WindEurope,6.743231551809004e-06,1.656503172853263e-06,1.6905435131775448e-06,0.0013676285743713,1.2890351172245572e-05,2.4384235075558536e-06,3.496363933663815e-05,0.4844505190849304,0.0001585176214575,0.0104093682020902,3.718673906405456e-05,6.931355073902523e-06,0.1777009665966034,0.057794127613306,0.1454476118087768,0.1214555352926254,1.6431015410489636e-06,0.0011095786467194,8,Non-governmental organizations,Ms. Diletta Zeni,Brussels,Belgium,Constituency - Business and Industry,BINGO
1076,Windward Fund,1.5312250980059616e-05,3.761519110412337e-06,3.838816610368667e-06,0.0028303950093686,2.9270877348608337e-05,5.53707195649622e-06,7.940421346575022e-05,0.0161112640053033,0.0257017947733402,0.0001581820106366,8.443213300779462e-05,1.573943518451415e-05,0.00034417147981,0.8146205544471741,0.1036820784211158,0.001293504727073,3.7310871903173393e-06,0.0350170284509658,14,Non-governmental organizations,Mr. Lee Bodner,Washington,United States of America,Constituency - Environmental,ENGO
1077,Winrock International,0.0021103569306433,1.3918808008384076e-06,1.420483272340789e-06,0.019418915733695,1.0831148756551556e-05,2.048891246886342e-06,0.0382627248764038,0.0263559687882661,0.0373948439955711,0.0279508493840694,0.0304603707045316,5.824088020744966e-06,0.1195095926523208,0.4557911455631256,0.1997576206922531,0.0016447581583634,1.3806200058752438e-06,0.0413199476897716,14,Non-governmental organizations,Ms. Mary Grady,Little Rock,United States of America,Constituency - Environmental CAN,ENGO
1078,Women Engage for a Common Future,1.0920986824203284e-05,2.6827863166545285e-06,2.737916474870872e-06,0.0001902043586596,0.042395707219839,3.949144229409285e-06,0.0023850935976952,0.024848386645317,0.0086901178583502,0.1535107940435409,6.022377419867553e-05,1.1225663001823705e-05,0.2056345790624618,0.3118973672389984,0.1810300350189209,0.0692650973796844,2.6610816803440684e-06,5.822938692290336e-05,14,Non-governmental organizations,Ms. Anne Barre,Utrecht,Netherlands,Constituency - Women and Gender,Women and Gender
1079,Women Environmental Programme,2.2703434297000055e-05,5.577194315264933e-06,5.691802925866796e-06,0.0035725459456443,4.339985389378853e-05,8.209801308112219e-06,0.0438497737050056,0.0002598915889393,0.0004727170162368,0.3670407235622406,0.0325985476374626,2.333681914024055e-05,0.0004894299781881,0.3423983752727508,0.1810105293989181,0.028071966022253,5.532072918867925e-06,0.0001210460177389,10,Non-governmental organizations,Ms. Priscilla Mbarumun Achakpa,Abuja,Nigeria,Constituency - Women and Gender,Women and Gender
1080,Women Organizing for Change in Agriculture and Natural Resource Management,2.2938371330383237e-05,5.634907211060636e-06,5.7507018027536105e-06,0.0004251303325872,4.384895510156639e-05,8.294757208204828e-06,0.1622375547885894,0.0066245202906429,0.0118956388905644,0.1037090718746185,0.000126487124362,2.35783099924447e-05,0.0004840996698476,0.0242148749530315,0.6724873781204224,0.0175573471933603,5.589319243881619e-06,0.0001222998980665,15,Non-governmental organizations,Ms. Jeannette Gurung,Washington,United States of America,Constituency - Women and Gender,Women and Gender
1081,Women’s Earth and Climate Caucus,5.642330052069156e-06,1.3860621947969776e-06,1.4145450677460758e-06,0.0496022775769233,1.0785870472318493e-05,2.0403260805323957e-06,0.0080445101484656,6.529530219268054e-05,0.012546275742352,0.2506858706474304,0.0065535544417798,5.799740847578505e-06,0.0395468436181545,0.4613848924636841,0.1647758334875106,0.0067361090332269,1.3748484661846303e-06,3.0083456294960342e-05,14,Non-governmental organizations,Ms. Osprey Orielle Lake,Mill Valley,United States of America,Constituency - Women and Gender,Women and Gender
1082,Women’s Environment and Development Organization,4.17796618421562e-05,1.0263349395245314e-05,1.0474256669112949e-05,0.0057835723273456,7.986593845998868e-05,1.5107966646610294e-05,0.0002166280464734,0.0059940638020634,0.00086010718951,0.1443547904491424,0.0002303802466485,4.294523751013912e-05,0.5231345295906067,0.1443610787391662,0.1736192107200622,0.0010122387902811,1.018031525745755e-05,0.0002227528748335,13,Non-governmental organizations,Ms. Bridget Burns,New York,United States of America,Constituency - Women and Gender,Women and Gender
1083,Women’s International League for Peace and Freedom,0.0084831742569804,1.7832371668191629e-06,1.8198819589088089e-06,0.0680369064211845,1.387655265716603e-05,2.6249799702782184e-06,3.763882705243304e-05,8.305334631586447e-05,0.0171193853020668,0.2366649508476257,0.0610413141548633,7.461652330675861e-06,0.3243625164031982,0.2620340287685394,0.0001544333208585,0.0219145622104406,1.7688103071122896e-06,3.870489308610559e-05,13,Non-governmental organizations,Ms. Line Favre,Geneva,Switzerland,Constituency - Environmental,ENGO
1084,World Alliance of Young Men’s Christian Associations,3.4777774544636486e-06,8.543306648789439e-07,8.718867547941045e-07,0.1386281698942184,0.0573341771960258,1.2576010703924112e-06,1.803586928872392e-05,3.985520743299276e-05,0.2886607944965362,0.1054596453905105,0.0145187228918075,3.574801212380408e-06,0.256660133600235,0.0980128273367881,0.0342011973261833,0.0064370017498731,8.474188462059828e-07,1.8542605175753124e-05,9,Non-governmental organizations,Mr. Razvan Sassu,Vernier,Switzerland,Constituency - Youth,Youth
1085,World Bioenergy Association,8.110027920338325e-06,1.992262468775152e-06,2.0332026906544343e-06,0.0001441946369595,1.5503117538173683e-05,2.932671804956044e-06,0.0148501237854361,0.4424829483032226,0.000172004365595,0.0020155613310635,0.0007395201246254,8.336282917298377e-06,0.284800261259079,0.0018226688262075,0.2247727066278457,0.0281158722937107,1.9761444036703324e-06,4.3242711399216205e-05,8,Non-governmental organizations,Mr. Bhardwaj Kummamuru Venkata,Stockholm,Sweden,Constituency - Business and Industry,BINGO
1086,World Business Council for Sustainable Development,6.592368663405068e-06,1.6194430827454198e-06,1.652721948630642e-06,0.00182740483433,0.0264395046979188,2.3838699689804344e-06,0.0041221831925213,0.0279793925583362,0.0001458020851714,0.0191335473209619,3.634952372522093e-05,6.7762839535134844e-06,0.0001447432878194,0.2093419283628463,0.5872595906257629,0.0001774254778865,1.6063412431321922e-06,0.1233715415000915,15,Non-governmental organizations,Mr. Karl Vella,Geneva,Switzerland,Constituency - Business and Industry,BINGO
1087,World Coal Association,4.327992792241275e-05,1.0631896657287143e-05,1.085037729353644e-05,0.0111170383170247,8.273385174106807e-05,1.5650479326723143e-05,0.0002244239440187,0.2555974721908569,0.0008943655411712,0.0051515940576791,0.0002386781416134,4.448736217455007e-05,0.4845742881298065,0.016790060326457,0.1291078180074691,0.0958552956581115,1.0545881195866968e-05,0.000230811885558,13,Non-governmental organizations,Mr. Liam McHugh,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Business and Industry,BINGO
1088,World Conference of Religions for Peace,1.1666695172607431e-05,2.8659726467594737e-06,2.924867203546455e-06,0.1492486894130706,2.2302037905319597e-05,4.2187998587905895e-06,0.0760765373706817,0.0001352535327896,0.0129858115687966,0.1529324203729629,6.433529779314995e-05,1.1992175132036207e-05,0.4405233860015869,0.1562861055135727,0.0002402994578005,0.01138611510396,2.8427859888324747e-06,6.220983050297946e-05,13,Non-governmental organizations,Ms. Deepika Singh,New York,United States of America,Constituency - ENGO,ENGO
1089,World Council of Churches,0.0042408551089465,2.0386862615850987e-06,2.080580316032865e-06,0.0472980886697769,1.5864372471696697e-05,3.0010089631105075e-06,4.3033498513977975e-05,9.452006634091958e-05,0.0392556637525558,0.0751659795641899,0.0957632511854171,0.0023774211294949,0.6765918135643005,0.0415041893720626,0.0001706068433122,0.0174252707511186,2.022192802542122e-06,4.424685175763443e-05,13,Non-governmental organizations,Mr. Per Henrik Gunnar Grape,Geneva 2,Switzerland,Constituency - Environmental CAN,ENGO
1090,World Economic Forum,8.1287907960359e-06,1.996871560550062e-06,2.0379063698783284e-06,0.070589505136013,1.55389843712328e-05,2.9394564080575947e-06,4.215076478431001e-05,0.0164320915937423,0.0036083455197513,0.0122856944799423,0.061678908765316,8.355568752449472e-06,0.098340168595314,0.382923424243927,0.0814466997981071,0.1233671382069587,1.980716206162469e-06,0.1492448896169662,14,Non-governmental organizations,Ms. Kija Kummer-Brown,Cologny,Switzerland,Constituency - Business and Industry,BINGO
1091,World Energy Council,0.0139047671109437,4.194872872176347e-06,4.281075689505087e-06,0.0003067766665481,3.264309270889498e-05,6.174981990625383e-06,0.0421180576086044,0.2551098167896271,0.0003942419134546,0.0037309394683688,0.0364770926535129,0.0037741363048553,0.4454900920391083,0.0543546564877033,0.1091561466455459,0.0350407995283603,4.1609350773796905e-06,9.104803029913457e-05,13,Non-governmental organizations,Ms. Sandra Winkler,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Business and Industry,BINGO
1092,World Evangelical Alliance,2.1510833903448656e-05,5.284226972435135e-06,5.392815182858612e-06,0.1312946230173111,4.112007809453644e-05,7.778544386383146e-06,0.0001115358754759,0.0002467593585606,0.0262895841151475,0.0246175192296504,0.0001186236258945,2.211094761150889e-05,0.7577006816864014,0.0206723436713218,0.0004795369459316,0.0382456481456756,5.241475719230948e-06,0.0001147168222814,13,Non-governmental organizations,Mr. Chris Elisara,New York,United States of America,Constituency - Environmental,ENGO
1093,World Farmers’ Organisation,1.8087472199113108e-05,4.44326406068285e-06,4.53457096227794e-06,0.0003114799328614,3.457598722889088e-05,6.540621143358294e-06,0.1869072765111923,0.0002119100099662,0.0072074490599334,0.0486419908702373,0.080358512699604,1.8592079868540168e-05,0.2260125875473022,0.209010511636734,0.1693465858697891,0.0718040391802787,4.407316282595275e-06,9.644559031585231e-05,13,Non-governmental organizations,Ms. Ceris Jones,Rome,Italy,Constituency - Farmers,Farmers
1094,World Federation of Engineering Organizations,6.866894636914367e-06,1.6868815464476938e-06,1.721546141197905e-06,0.0001214125295518,1.312674521614099e-05,2.483141543052625e-06,3.560892218956724e-05,0.0119661753997206,0.0497491769492626,0.0758222341537475,0.013683739118278,7.058468327159062e-06,0.3462524116039276,0.0686051249504089,0.2274620682001114,0.20623080432415,1.6732341237002402e-06,3.661505616037175e-05,13,Non-governmental organizations,Mr. Davide Stronati,Paris,France,Constituency - ENGO,ENGO
1095,World Future Council,1.0683058462745976e-05,2.6243383217661176e-06,2.6782672648550943e-06,0.042234543710947,2.0421719455043785e-05,3.863106940116268e-06,0.033097855746746,0.0260303448885679,0.0002576325205154,0.0569481514394283,0.0073569868691265,1.098109714803286e-05,0.2440450489521026,0.3937712907791137,0.1296968907117843,0.0664504617452621,2.6031066227005795e-06,5.695971776731312e-05,14,Non-governmental organizations,Ms. Anna Sophie Skowron,Hamburg,Germany,Constituency - Research and independent,RINGO
1096,"World Green Building Council, Inc.",4.934095159114804e-06,1.212081201629189e-06,1.236988964592456e-06,0.0078352503478527,9.432009392185137e-06,1.7842208990259678e-06,2.5583856768207625e-05,0.0750314071774482,0.0030397924128919,5.0928319978993386e-05,0.0737105756998062,5.071747636975488e-06,0.1140392869710922,0.0669104754924774,0.6519805788993835,0.0052142175845801,1.2022751434415111e-06,0.0021370123140513,15,Non-governmental organizations,Ms. Maria Cristina Gamboa,Toronto,Canada,Constituency - Business and Industry,BINGO
1097,World Medical Association,6.662093710474437e-06,1.636571369090234e-06,1.6702020957382049e-06,0.0133891031146049,0.0077306805178523,2.4090834358503344e-06,3.4544747904874384e-05,7.701264985371381e-05,0.1212513148784637,0.0634800791740417,0.0034911860711872,6.847953955002595e-06,0.6490310430526733,0.0637076869606971,0.0001369984092889,0.0776139795780181,1.6233309452218236e-06,3.552438647602685e-05,13,Non-governmental organizations,Ms. Clarisse Delorme,Ferney-Voltair,France,Constituency - Research and independent,RINGO
1098,World Ocean Council,5.3192461564322e-06,1.3066952533336007e-06,1.3335471749087446e-06,0.0116487322375178,1.0168263543164358e-05,1.923495574374101e-06,2.7581538233789612e-05,0.0340357720851898,0.0081090657040476,5.514112490345724e-05,2.933301220764406e-05,5.467643404699629e-06,0.0084696169942617,0.4264169335365295,0.353958398103714,0.0535075888037681,1.2961236279807054e-06,0.1037150770425796,14,Non-governmental organizations,Mr. Paul Holthus,Honolulu,United States of America,Constituency - Business and Industry,BINGO
1099,World Ocean Network,1.5084277038113214e-05,3.705516064655967e-06,3.781662599067204e-06,0.024440836161375,2.8835082048317418e-05,5.454633537738118e-06,7.821418694220483e-05,0.0001759311999194,0.0093399295583367,0.0001560173841426,8.318020263686776e-05,1.5505100236623548e-05,0.1645029783248901,0.5598655343055725,0.1052144616842269,0.1359864473342895,3.675537300296128e-06,8.042344416026026e-05,14,Non-governmental organizations,Mr. Manuel Cira,Boulogne-sur Mer,France,Constituency - Environmental,ENGO
1100,World Organization of the Scout Movement,0.0077639324590563,2.0027887330797967e-06,2.043945187324425e-06,0.0051141791045665,0.0099423378705978,2.948166638816474e-06,4.227752287988551e-05,9.30776004679501e-05,0.0001710970391286,0.0125739276409149,0.0838311240077018,8.380328836210538e-06,0.7735575437545776,0.0859955474734306,0.0008140007266774,0.0200401581823825,1.986585630220361e-06,4.346880814409815e-05,13,Non-governmental organizations,Ms. Annie Weaver,"Brickfields, Kuala Lumpur",Switzerland,Constituency - Youth,Youth
1101,World Resources Institute,4.250248366588494e-06,1.0440913911224925e-06,1.0655470532583422e-06,0.2668652534484863,8.12476901046466e-06,1.5369347465821193e-06,0.0494728088378906,0.0192005895078182,0.0442408472299575,4.398025703267194e-05,0.0121066002175211,4.3688228288374376e-06,0.0770696699619293,0.2302288711071014,0.2617112696170807,0.007566250860691,1.0356443453929387e-06,0.0314724408090114,4,Non-governmental organizations,Mr. Timothy Constien,Washington,United States of America,Constituency - Environmental CAN,ENGO
